Key,Source,Context,Changes,English,French,German,Klingon,Spanish
glassIndustrial02Broken01CTRPlate,blocks,Block,GrChanged,工业用玻璃02破01中央板,Plaque centrale de verre industriel 02 cassée 01,Zerbrochenes 01 Industrieglas 02 – Mittig,,Placa central rota 1 de cristal industrial v2
glassIndustrial02Broken02CTRPlate,blocks,Block,GrChanged,工业用玻璃02破02中央板,Plaque centrale de verre industriel 02 cassée 02,Zerbrochenes 02 Industrieglas 02 – Mittig,,Placa central rota 2 de cristal industrial v2
ironBarsDesc,blocks,Block,GrChanged,你可以通过铁栅栏进行观望和射击，并且它们还提供了相当不错的保护。,Vous pouvez voir et tirer à travers les barreaux en fer et ils offrent une bonne protection.,Durch Eisenstangen kannst du hindurchsehen und -schießen. Sie bieten auch ganz guten Schutz.,,"Puedes ver y disparar a través de las barras de hierro y, además, ofrecen buena protección."
plainWoodBarricade02CTRPlate,blocks,Block,GrChanged,平原木路障02中央板,Plaque centrale de barricade 02 en bois,Einfache Holzbarrikade 02 – Mittig,,Placa central de barricada de madera plana 2
plywoodOsbCTRPlate,blocks,Block,GrChanged,三合中央板,Plaque centrale de contreplaqué,Zentrierte Mittlere Sperrholz-Grobspanplatte,,Placa centrada de tablero de madera contrachapada
rConcreteCTRPlate,blocks,Block,GrChanged,钢筋混凝土中央板,Plaque centrale en béton renforcé,Verstärkte Betonplatte - Mittig,,Placa central de hormigón reforzado
cntBackpack02,blocks,Container,GrChanged,腐烂的背包,Sac à dos en décomposition,Zerfallender Rucksack,,Mochila en descomposición
signShopBookStoreLargeLit,blocks,Sign,GrChanged,书店标记（大）（发光）,Grand panneau éclairé de librairie,"Großes Buchladenschild, erleuchtet",,Letrero de tienda Librería Enorme Encendido
signShopBookStoreLargeWall,blocks,Sign,GrChanged,书店标记（大）（壁式）,Grand panneau mural de librairie,"Großes Buchladenschild, Wand",,Letrero de tienda Librería Enorme Pared
signShopBookStoreLargeWallLit,blocks,Sign,GrChanged,书店标记（大）（壁式）（发光）,Grand panneau mural éclairé de librairie,"Großes Buchladenschild, erleuchtet, Wand",,Letrero de tienda Librería Enorme Pared Encendido
signShopBookStoreLit,blocks,Sign,GrChanged,书店标记（发光）,Panneau éclairé de librairie,"Buchladenschild, erleuchtet",,Letrero de tienda Librería Encendido
signShopBookStoreWall,blocks,Sign,GrChanged,书店标记（壁式）,Panneau mural de librairie,"Buchladenschild, Wand",,Letrero de tienda Librería Pared
signShopBookStoreWallLit,blocks,Sign,GrChanged,书店标记（壁式）（发光）,Panneau mural éclairé de librairie,"Buchladenschild, erleuchtet, Wand",,Letrero de tienda Librería Pared Encendido
signShopGasLargeLit,blocks,Sign,GrChanged,燃料店标记（大）（发光）,Grand panneau éclairé de station essence,"Großes Tankstellenschild, erleuchtet",,Letrero de tienda Gas Enorme Encendido
signShopGasLargeWall,blocks,Sign,GrChanged,燃料店标记（大）（壁式）,Grand panneau mural de station essence,"Großes Tankstellenschild, Wand",,Letrero de tienda Gas Enorme Pared
signShopGasLargeWallLit,blocks,Sign,GrChanged,燃料店标记（大）（壁式）（发光）,Grand panneau mural éclairé de station essence,"Großes Tankstellenschild, erleuchtet, Wand",,Letrero de tienda Gas Enorme Pared Encendido
signShopGasLit,blocks,Sign,GrChanged,燃料店标记（发光）,Panneau éclairé de station essence,"Tankstellenschild, erleuchtet",,Letrero de tienda Gas Encendido
signShopGasWall,blocks,Sign,GrChanged,燃料店标记（壁式）,Panneau mural de station essence,"Tankstellenschild, Wand",,Letrero de tienda Gas Pared
signShopGasWallLit,blocks,Sign,GrChanged,燃料店标记（壁式）（发光）,Panneau mural éclairé de station essence,"Tankstellenschild, erleuchtet, Wand",,Letrero de tienda Gas Pared Encendido
signShopGroceryLargeLit,blocks,Sign,GrChanged,杂货店标记（大）（发光）,Grand panneau éclairé d'épicerie,"Großes Lebensmittelladenschild, erleuchtet",,Letrero de tienda Comestibles Enorme Encendido
signShopGroceryLargeWall,blocks,Sign,GrChanged,杂货店标记（大）（壁式）,Grand panneau mural d'épicerie,"Großes Lebensmittelladenschild, Wand",,Letrero de tienda Comestibles Enorme Pared
signShopGroceryLargeWallLit,blocks,Sign,GrChanged,杂货店标记（大）（壁式）（发光）,Grand panneau mural éclairé d'épicerie,"Großes Lebensmittelladenschild, erleuchtet, Wand",,Letrero de tienda Comestibles Enorme Pared Encendido
signShopGroceryLit,blocks,Sign,GrChanged,杂货店标记（发光）,Panneau éclairé d'épicerie,"Lebensmittelladenschild, erleuchtet",,Letrero de tienda Comestibles Encendido
signShopGroceryWall,blocks,Sign,GrChanged,杂货店标记（壁式）,Panneau mural d'épicerie,"Lebensmittelladenschild, Wand",,Letrero de tienda Comestibles Pared
signShopGroceryWallLit,blocks,Sign,GrChanged,杂货店标记（壁式）（发光）,Panneau mural éclairé d'épicerie,"Lebensmittelladenschild, erleuchtet, Wand",,Letrero de tienda Comestibles Pared Encendido
signShopGunStoreLargeLit,blocks,Sign,GrChanged,武器店标记（大）（发光）,Grand panneau éclairé d'armurerie,"Großes Waffenladenschild, erleuchtet",,Letrero de tienda Tienda de armas Enorme Encendido
signShopGunStoreLargeWall,blocks,Sign,GrChanged,武器店标记（大）（壁式）,Grand panneau mural d'armurerie,"Großes Waffenladenschild, Wand",,Letrero de tienda Tienda de armas Enorme Pared
signShopGunStoreLargeWallLit,blocks,Sign,GrChanged,武器店标记（大）（壁式）（发光）,Grand panneau mural éclairé d'armurerie,"Großes Waffenladenschild, erleuchtet, Wand",,Letrero de tienda Tienda de armas Enorme Pared Encendido
signShopGunStoreLit,blocks,Sign,GrChanged,武器店标记（发光）,Panneau éclairé d'armurerie,"Waffenladenschild, erleuchtet",,Letrero de tienda Tienda de armas Encendido
signShopGunStoreWall,blocks,Sign,GrChanged,武器店标记（壁式）,Panneau mural d'armurerie,"Waffenladenschild, Wand",,Letrero de tienda Tienda de armas Pared
signShopGunStoreWallLit,blocks,Sign,GrChanged,武器店标记（壁式）（发光）,Panneau mural éclaire d'armurerie,"Waffenladenschild, erleuchtet, Wand",,Letrero de tienda Tienda de armas Pared Encendido
signShopPharmacyLargeLit,blocks,Sign,GrChanged,药店标记（大）（发光）,Grand panneau éclairé de pharmacie,"Großes Apothekenschild, erleuchtet",,Letrero de tienda Farmacia Enorme Encendido
signShopPharmacyLargeWall,blocks,Sign,GrChanged,药店标记（大）（壁式）,Grand panneau mural de pharmacie,"Großes Apothekenschild, Wand",,Letrero de tienda Farmacia Enorme Pared
signShopPharmacyLargeWallLit,blocks,Sign,GrChanged,药店标记（大）（壁式）（发光）,Grand panneau mural éclairé de pharmacie,"Großes Apothekenschild, erleuchtet, Wand",,Letrero de tienda Farmacia Enorme Pared Encendido
signShopPharmacyLit,blocks,Sign,GrChanged,药店标记（发光）,Panneau éclairé de pharmacie,"Apothekenschild, erleuchtet",,Letrero de tienda Farmacia Encendido
signShopPharmacyWall,blocks,Sign,GrChanged,药店标记（壁式）,Panneau mural de pharmacie,"Apothekenschild, Wand",,Letrero de tienda Farmacia Pared
signShopPharmacyWallLit,blocks,Sign,GrChanged,药店标记（壁式）（发光）,Panneau mural éclairé de pharmacie,"Apothekenschild, erleuchtet, Wand",,Letrero de tienda Farmacia Pared Encendido
signShopToolStoreLargeLit,blocks,Sign,GrChanged,工具店标记（大）（发光）,Grand panneau éclairé de magasin de jouets,"Großes Werkzeugladenschild, erleuchtet",,Letrero de tienda Tienda de herramientas Enorme Encendido
signShopToolStoreLargeWall,blocks,Sign,GrChanged,工具店标记（大）（壁式）,Grand panneau mural de magasin de jouets,"Großes Werkzeugladenschild, Wand",,Letrero de tienda Tienda de herramientas Enorme Pared
signShopToolStoreLargeWallLit,blocks,Sign,GrChanged,工具店标记（大）（壁式）（发光）,Grand panneau mural éclairé de magasin de jouets,"Großes Werkzeugladenschild, erleuchtet, Wand",,Letrero de tienda Tienda de herramientas Enorme Pared Encendido
signShopToolStoreLit,blocks,Sign,GrChanged,工具店标记（发光）,Panneau éclairé de magasin de jouets,"Werkzeugladenschild, erleuchtet",,Letrero de tienda Tienda de herramientas Encendido
signShopToolStoreWall,blocks,Sign,GrChanged,工具店标记（壁式）,Panneau mural de magasin de jouets,"Werkzeugladenschild, Wand",,Letrero de tienda Tienda de herramientas Pared
signShopToolStoreWallLit,blocks,Sign,GrChanged,工具店标记（壁式）（发光）,Panneau mural éclairé de magasin de jouets,"Werkzeugladenschild, erleuchtet, Wand",,Letrero de tienda Tienda de herramientas Pared Encendido
snowDesc,blocks,Terrain,GrChanged,雪是获得水的另一种途径，可以在营火处使用空罐来融化。,La neige peut être une source d'eau. Faites-la fondre au feu de camp si vous avez des conserves ou des bocaux vides.,"Schnee kann an einem Lagerfeuer geschmolzen werden, wenn du ein paar leere Dosen oder Gläser hast.",,La nieve es otra fuente de agua. Derrítela en una fogata si tienes latas o tarros vacíos.
leatherDuster,items,Clothes,GrChanged,皮大衣,Long manteau en cuir,Ledermantel,,Gabardina de cuero
baconAndEggsDesc,items,Food,GrChanged,培根煎蛋很能填饱肚子，还能大幅提升健康度。胆固醇什么的是你目前最不需要考虑的事情。,Le bacon et les œufs vous rempliront l'estomac et amélioreront votre bien-être. Le cholestérol est le cadet de vos soucis à présent.,Schinkenspeck mit Eiern wird dich richtig satt machen und dein Wohlbefinden erhöhen. Cholesterin ist jetzt dein kleinstes Problem.,,Los huevos con tocino te saciarán e incrementarán tu bienestar. El colesterol es el último de tus problemas en estos momentos.
betterLeadThanDeadDesc,progression,Perk,GrChanged,这是属于我的步枪，每升一级都能制造更多伤害。,"Voici mon fusil. Il en existe beaucoup comme ça, mais celui-ci inflige de plus en plus de dégâts au fil des rangs.","Dies ist mein Gewehr. Es gibt viele wie dieses, aber dieses hier verursacht mit jedem Rang mehr Schaden.",,"Este es mi rifle. Hay muchos otros, pero este inflige más daño con cada nivel."
sexualTyranosaurus,progression,Perk,GrChanged,暴龙,Tyrannosaure en rut,Wie ein Wildes Tier,,Tiranosaurio sexual
pummelPete,progression,Skill,GrChanged,钝器技术,Rosser Pete,Haudrauf,,Pete apalea
lblAttributeFalloffRange,UI,Item Info,GrChanged,范围,Portée,Reichweite,,Rango
goLandClaimDeadZone,UI,Menu,GrChanged,宣告禁区,Revendiquer la zone morte,Pufferzone des Gebiets,,Reclamar zona muerta
door,,item,GrNone,门,Porte,,Tür,Puerta
brickDestroyedBlock01,blocks,Block,KeyChanged,损坏的砖块01,Bloc de briques délabrées 1,"Zerbrochener, verwitterter Ziegel 1 – Block",,Bloque grieta de ladrillo deteriorado 1
brickDestroyedBlock02,blocks,Block,KeyChanged,损坏的砖块02,Bloc de briques délabrées 2,"Zerbrochener, verwitterter Ziegel 2 – Block",,Bloque grieta de ladrillo deteriorado 2
brickDestroyedBlock03,blocks,Block,KeyChanged,损坏的砖块03,Bloc de briques délabrées 3,"Zerbrochener, verwitterter Ziegel 3 – Block",,Bloque grieta de ladrillo deteriorado 3
corrugatedMetalPole,blocks,Block,KeyChanged,波纹金属杆,Poteau en fer rouillé,Rostiger Eisenpfosten,,Poste de hierro oxidado
corrugatedMetalStairs25,blocks,Block,KeyChanged,波纹金属阶梯25,Escalier 25 en fer rouillé,Rostige Eisenstufen 25,,Escaleras de hierro oxidadas 25
craftSkillGuns,progression,Skill,KeyChanged,制造枪支,Forgeron d'armes à feu,Feuerwaffenschmied,,Forjar pistolas
craftSkillMiscellaneous,progression,Skill,KeyChanged,制作杂项,Fabrication diverse,Sonstiger Handwerksmeister,,Fabricación varia
craftSkillScience,progression,Skill,KeyChanged,科学,Science,Wissenschaft,,Por la ciencia
craftSkillTools,progression,Skill,KeyChanged,制造工具,Forgeron d'outils,Werkzeugschmied,,Forja de herramientas
craftSkillWeapons,progression,Skill,KeyChanged,制造武器,Forgeron d'armes,Waffenschmied,,Forja de armas
awningBlock,blocks,Block,KeyChanged EnChanged,雨棚,Bloc en toile marron,Stoffplane – Block,,Bloque canela de toldo
awningCNRFull,blocks,Block,KeyChanged EnChanged,全角雨棚,Angle complet en toile marron,Stoffplane – Komplette Ecke,,Esquina canela de toldo
awningCNRInside,blocks,Block,KeyChanged EnChanged,内角雨棚,Angle intérieur en toile marron,Stoffplane – Innenecke,,Esquina interior canela de toldo
awningCNRRound,blocks,Block,KeyChanged EnChanged,圆角雨棚,Angle arrondi en toile marron,Stoffplane – Abgerundete Ecke,,Esquina redonda canela de toldo
awningGable,blocks,Block,KeyChanged EnChanged,三角形雨棚,Pignon en toile marron,Stoffplane – Giebel,,Frontón canela de toldo
awningPyramid,blocks,Block,KeyChanged EnChanged,锥形雨棚,Pyramide en toile marron,Stoffplane – Pyramide,,Pirámide canela de toldo
awningRamp,blocks,Block,KeyChanged EnChanged,斜面雨棚,Rampe en toile marron,Stoffplane – Rampe,,Rampa canela de toldo
cntCabinetOldCNRRoundFiller,blocks,Container,KeyChanged EnChanged,圆形橱柜（无战利品）,Meuble de rangement arrondi,Unterschrank - abgerundete Ecke (keine Beute),,Vitrina redondeada
cntShippingCrateShamway,blocks,Container,KeyChanged EnChanged,食物箱,Caisse de provisions Shamway,Shamway-Frachtkiste,,Caja de suministros de Shamway
cntShippingCrateShotgunMessiah,blocks,Container,KeyChanged EnChanged,武器箱,Caisse de provisions Shotgun Messiah,Revolverheld-Frachtkiste,,Caja de suministros de escopeta Mesías
cntShippingCrateWorkingStiffs,blocks,Container,KeyChanged EnChanged,工具箱,Caisse de provisions Working Stiffs,Working-Stiffs-Frachtkiste,,Caja de suministros de Working Stiffs
craftSkillGunsDesc,progression,Skill,KeyChanged EnChanged,"减少修理费用，并可从工具包中得到更多物件。减少军火制造时间。购买技能点的等级，逐渐从入门升到新手、学徒、熟练工、专业人员和大师等级。",Diminuez les pénalités de réparation et obtenez davantage de kits de réparation. Diminuez le temps de fabrication des munitions. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.,"Senke die Reparaturabzüge und hole mehr aus deinen Reparaturkits heraus. Senke die benötigte Zeit, um Munition zu fertigen. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,Disminuye los castigos de reparación y otorga más kits de reparación. Reduce el tiempo de fabricación de munición. Mejora tu habilidad fabricando y reparando objetos de este grupo.
craftSkillMiscellaneousDesc,progression,Skill,KeyChanged EnChanged,"制作杂项物件时速度更快，在制造和修理过程中可以获得技能点。 ",Fabriquez plus rapidement n'importe quel élément du groupe Fabrication diverse. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.,"Fertige alles in der Kategorie „Sonstiges“ schneller.t und reparierst. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,Fabrica cualquier objeto del grupo Fabricación varia más rápido. Mejora tu habilidad fabricando y reparando objetos de este grupo.
craftSkillScienceDesc,progression,Skill,KeyChanged EnChanged,"制造医药、化学、机械和陷阱相关的物件时速度更快，且在允许范围内，物品质量更好。购买技能点的等级，逐渐从入门升到新手、学徒、熟练工、专业人员和大师等级。","Fabriquez des objets médicaux, chimiques, mécaniques et des pièges plus rapidement et de meilleure qualité, le cas échéant. Obtenez cette compétence en fabriquant et en réparant des objets de ce groupe.","Fertige medizinische, chemische und mechanische Gegenstände sowie Fallen schneller und von besserer Qualität, falls zutreffend. Kaufe die Fertigkeit um die Qualität von Krud auf Einfach, Lehrling, Geselle, Professionell und Meister zu verbessern.",,"Cuando aplique, fabrica objetos médicos, químicos, mecánicos y trampas más rápido y con mejor calidad. Mejora tu habilidad fabricando y reparando objetos de este grupo."
